patient_text,symptoms,training_text,disease,risk_hint,category
"These symptoms started 3 days ago: dehydration, abdominal pain and nausea.",dehydration|abdominal pain|nausea,"These symptoms started 3 days ago: dehydration, abdominal pain and nausea. Symptoms: dehydration, abdominal pain, nausea",Gastroenteritis,MEDIUM,GI
"Since 1 week, I have had cough, wheezing and fever.",cough|wheezing|fever,"Since 1 week, I have had cough, wheezing and fever. Symptoms: cough, wheezing, fever",Bronchitis,MEDIUM,Respiratory
"Over the last 3 days, I am experiencing dizziness, nausea, headache, sensitivity to light and blurred vision.",dizziness|nausea|headache|sensitivity to light|blurred vision,"Over the last 3 days, I am experiencing dizziness, nausea, headache, sensitivity to light and blurred vision. Symptoms: dizziness, nausea, headache, sensitivity to light, blurred vision",Migraine,LOW,Neurology
"Patient reports cough, fever, loss of taste, shortness of breath, loss of smell and fatigue since 1 day.",cough|fever|loss of taste|shortness of breath|loss of smell|fatigue,"Patient reports cough, fever, loss of taste, shortness of breath, loss of smell and fatigue since 1 day. Symptoms: cough, fever, loss of taste, shortness of breath, loss of smell, fatigue",COVID-19,HIGH,Respiratory
"For the last 2 days, I have been dealing with vomiting, nausea, diarrhea, abdominal pain and dehydration.",vomiting|nausea|diarrhea|abdominal pain|dehydration,"For the last 2 days, I have been dealing with vomiting, nausea, diarrhea, abdominal pain and dehydration. Symptoms: vomiting, nausea, diarrhea, abdominal pain, dehydration",Gastroenteritis,MEDIUM,GI
"I have fatigue, wheezing and congestion for 5 days.",fatigue|wheezing|congestion,"I have fatigue, wheezing and congestion for 5 days. Symptoms: fatigue, wheezing, congestion",Bronchitis,MEDIUM,Respiratory
"For the last 5 days, I have been dealing with fatigue and chest pain.",fatigue|chest pain,"For the last 5 days, I have been dealing with fatigue and chest pain. Symptoms: fatigue, chest pain",Bronchitis,MEDIUM,Respiratory
My lower back hurts after lifting something heavy for 2 days.,stiffness|back pain|fatigue|chills,"My lower back hurts after lifting something heavy for 2 days. Symptoms: stiffness, back pain, fatigue, chills",Musculoskeletal Back Strain,LOW,Musculoskeletal
"I have cough, shortness of breath, fatigue, loss of smell, loss of taste and stiffness for 4 days.",cough|shortness of breath|fatigue|loss of smell|loss of taste|stiffness,"I have cough, shortness of breath, fatigue, loss of smell, loss of taste and stiffness for 4 days. Symptoms: cough, shortness of breath, fatigue, loss of smell, loss of taste, stiffness",COVID-19,HIGH,Respiratory
"Since 1 week, I have had dehydration and diarrhea.",dehydration|diarrhea,"Since 1 week, I have had dehydration and diarrhea. Symptoms: dehydration, diarrhea",Gastroenteritis,MEDIUM,GI
"For the last 4 days, I have been dealing with chest pain, shortness of breath, fatigue, fever and cough.",chest pain|shortness of breath|fatigue|fever|cough,"For the last 4 days, I have been dealing with chest pain, shortness of breath, fatigue, fever and cough. Symptoms: chest pain, shortness of breath, fatigue, fever, cough",Pneumonia,HIGH,Respiratory
"I have been noticing fatigue, cough, chest pain and shortness of breath over the past 2 days.",fatigue|cough|chest pain|shortness of breath,"I have been noticing fatigue, cough, chest pain and shortness of breath over the past 2 days. Symptoms: fatigue, cough, chest pain, shortness of breath",Asthma Exacerbation,HIGH,Respiratory
"Since 5 days, I have had sneezing, runny nose and congestion.",sneezing|runny nose|congestion,"Since 5 days, I have had sneezing, runny nose and congestion. Symptoms: sneezing, runny nose, congestion",Allergic Rhinitis,LOW,Allergy
"For 2 days, I have had pain on my side with blood in the urine and nausea.",blood in urine|nausea|vomiting|burning urination|back pain|bloating,"For 2 days, I have had pain on my side with blood in the urine and nausea. Symptoms: blood in urine, nausea, vomiting, burning urination, back pain, bloating",Kidney Stone / Renal Colic,HIGH,Genitourinary
"My main problems are chest pain, fever, cough, fatigue and heartburn and it started 2 days ago.",chest pain|fever|cough|fatigue|heartburn,"My main problems are chest pain, fever, cough, fatigue and heartburn and it started 2 days ago. Symptoms: chest pain, fever, cough, fatigue, heartburn",Bronchitis,MEDIUM,Respiratory
I strained my back and now have lower back pain with stiffness for 3 days.,back pain|stiffness|body ache|fatigue|congestion,"I strained my back and now have lower back pain with stiffness for 3 days. Symptoms: back pain, stiffness, body ache, fatigue, congestion",Musculoskeletal Back Strain,LOW,Musculoskeletal
I have left upper abdominal discomfort under my ribs for 1 day.,left upper abdominal pain,I have left upper abdominal discomfort under my ribs for 1 day. Symptoms: left upper abdominal pain,Unclear Pattern / Needs Clinical Evaluation,MEDIUM,Uncertain
"These symptoms started 2 days ago: sore throat, sneezing, cough and headache.",sore throat|sneezing|cough|headache,"These symptoms started 2 days ago: sore throat, sneezing, cough and headache. Symptoms: sore throat, sneezing, cough, headache",Common Cold,LOW,Respiratory
"Over the last 1 day, I am experiencing sensitivity to light, headache and dizziness.",sensitivity to light|headache|dizziness,"Over the last 1 day, I am experiencing sensitivity to light, headache and dizziness. Symptoms: sensitivity to light, headache, dizziness",Migraine,LOW,Neurology
There is pain near my spleen area for 5 days.,left upper abdominal pain,There is pain near my spleen area for 5 days. Symptoms: left upper abdominal pain,Unclear Pattern / Needs Clinical Evaluation,MEDIUM,Uncertain
I have flank pain and blood in my urine for 3 days.,back pain|blood in urine,"I have flank pain and blood in my urine for 3 days. Symptoms: back pain, blood in urine",Kidney Stone / Renal Colic,HIGH,Genitourinary
"These symptoms started 2 days ago: fever, cough and bloating.",fever|cough|bloating,"These symptoms started 2 days ago: fever, cough and bloating. Symptoms: fever, cough, bloating",Bronchitis,MEDIUM,Respiratory
There is blood in my urine with sharp side pain for 1 day.,blood in urine|burning urination|back pain|nausea|vomiting|bloating,"There is blood in my urine with sharp side pain for 1 day. Symptoms: blood in urine, burning urination, back pain, nausea, vomiting, bloating",Kidney Stone / Renal Colic,HIGH,Genitourinary
My main problems are nausea and sensitivity to light and it started 1 week ago.,nausea|sensitivity to light,"My main problems are nausea and sensitivity to light and it started 1 week ago. Symptoms: nausea, sensitivity to light",Migraine,LOW,Neurology
"Over the last 5 days, I am experiencing cough, sneezing, runny nose and sore throat.",cough|sneezing|runny nose|sore throat,"Over the last 5 days, I am experiencing cough, sneezing, runny nose and sore throat. Symptoms: cough, sneezing, runny nose, sore throat",Common Cold,LOW,Respiratory
"I have nausea, abdominal pain and diarrhea for 5 days.",nausea|abdominal pain|diarrhea,"I have nausea, abdominal pain and diarrhea for 5 days. Symptoms: nausea, abdominal pain, diarrhea",Gastroenteritis,MEDIUM,GI
I feel unusual pain around the left upper side of my abdomen for 1 day.,left upper abdominal pain,I feel unusual pain around the left upper side of my abdomen for 1 day. Symptoms: left upper abdominal pain,Unclear Pattern / Needs Clinical Evaluation,MEDIUM,Uncertain
I feel unusual pain around the left upper side of my abdomen for 4 days.,left upper abdominal pain,I feel unusual pain around the left upper side of my abdomen for 4 days. Symptoms: left upper abdominal pain,Unclear Pattern / Needs Clinical Evaluation,MEDIUM,Uncertain
I have localized pain under the left ribs for 2 days.,left upper abdominal pain,I have localized pain under the left ribs for 2 days. Symptoms: left upper abdominal pain,Unclear Pattern / Needs Clinical Evaluation,MEDIUM,Uncertain
"These symptoms started 5 days ago: dehydration, abdominal pain and vomiting.",dehydration|abdominal pain|vomiting,"These symptoms started 5 days ago: dehydration, abdominal pain and vomiting. Symptoms: dehydration, abdominal pain, vomiting",Gastroenteritis,MEDIUM,GI
"My main problems are shortness of breath, cough, fever and fatigue and it started 5 days ago.",shortness of breath|cough|fever|fatigue,"My main problems are shortness of breath, cough, fever and fatigue and it started 5 days ago. Symptoms: shortness of breath, cough, fever, fatigue",COVID-19,HIGH,Respiratory
"Over the last 4 days, I am experiencing headache, cough and body ache.",headache|cough|body ache,"Over the last 4 days, I am experiencing headache, cough and body ache. Symptoms: headache, cough, body ache",Influenza,MEDIUM,Respiratory
I strained my back and now have lower back pain with stiffness for 3 days.,back pain|stiffness|fatigue|body ache,"I strained my back and now have lower back pain with stiffness for 3 days. Symptoms: back pain, stiffness, fatigue, body ache",Musculoskeletal Back Strain,LOW,Musculoskeletal
"For the last 2 days, I have been dealing with blurred vision and excessive thirst.",blurred vision|excessive thirst,"For the last 2 days, I have been dealing with blurred vision and excessive thirst. Symptoms: blurred vision, excessive thirst",Hyperglycemia / Diabetes Concern,MEDIUM,Metabolic
"Since 1 day, I have had back pain, fatigue and congestion.",back pain|fatigue|congestion,"Since 1 day, I have had back pain, fatigue and congestion. Symptoms: back pain, fatigue, congestion",Musculoskeletal Back Strain,LOW,Musculoskeletal
"I have high blood sugar along with frequent urination, fatigue, excessive thirst, blurred vision and stiffness for 4 days.",frequent urination|fatigue|high blood sugar|excessive thirst|blurred vision|stiffness,"I have high blood sugar along with frequent urination, fatigue, excessive thirst, blurred vision and stiffness for 4 days. Symptoms: frequent urination, fatigue, high blood sugar, excessive thirst, blurred vision, stiffness",Hyperglycemia / Diabetes Concern,MEDIUM,Metabolic
"Since 5 days, I have had sneezing, sore throat, cough and bloating.",sneezing|sore throat|cough|bloating,"Since 5 days, I have had sneezing, sore throat, cough and bloating. Symptoms: sneezing, sore throat, cough, bloating",Common Cold,LOW,Respiratory
"My symptoms are hard to describe, mostly pain around my spleen region for 4 days.",left upper abdominal pain,"My symptoms are hard to describe, mostly pain around my spleen region for 4 days. Symptoms: left upper abdominal pain",Unclear Pattern / Needs Clinical Evaluation,MEDIUM,Uncertain
"Over the last 5 days, I am experiencing congestion and itchy eyes.",congestion|itchy eyes,"Over the last 5 days, I am experiencing congestion and itchy eyes. Symptoms: congestion, itchy eyes",Allergic Rhinitis,LOW,Allergy
"Over the last 1 day, I am experiencing dizziness and sensitivity to light.",dizziness|sensitivity to light,"Over the last 1 day, I am experiencing dizziness and sensitivity to light. Symptoms: dizziness, sensitivity to light",Migraine,LOW,Neurology
"For the last 4 days, I have been dealing with dizziness and sensitivity to light.",dizziness|sensitivity to light,"For the last 4 days, I have been dealing with dizziness and sensitivity to light. Symptoms: dizziness, sensitivity to light",Migraine,LOW,Neurology
"Over the last 4 days, I am experiencing cough, wheezing, chest pain and fever.",cough|wheezing|chest pain|fever,"Over the last 4 days, I am experiencing cough, wheezing, chest pain and fever. Symptoms: cough, wheezing, chest pain, fever",Bronchitis,MEDIUM,Respiratory
"For the last 1 week, I have been dealing with cough, fatigue and chest pain.",cough|fatigue|chest pain,"For the last 1 week, I have been dealing with cough, fatigue and chest pain. Symptoms: cough, fatigue, chest pain",Bronchitis,MEDIUM,Respiratory
I have been noticing cough and runny nose over the past 3 days.,cough|runny nose,"I have been noticing cough and runny nose over the past 3 days. Symptoms: cough, runny nose",Common Cold,LOW,Respiratory
"These symptoms started 1 day ago: excessive thirst, frequent urination, fatigue and blurred vision.",excessive thirst|frequent urination|fatigue|blurred vision,"These symptoms started 1 day ago: excessive thirst, frequent urination, fatigue and blurred vision. Symptoms: excessive thirst, frequent urination, fatigue, blurred vision",Hyperglycemia / Diabetes Concern,MEDIUM,Metabolic
